Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission	DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity	Range	Cunning	Weapons	Strength	Shields	gametext	HoF
"Neelix ""Fearless Warrior"""	"Ctkr"	"STVE-EN56056"	"V"	"Y"	"56V056"	"Personnel"	"4"	""	""	""	""	""	"Klingon"	"[Stf]"	""	""	""	"Talaxian"	"Acquisition Anthropology Diplomacy Exobiology Honor Security"	"6"	"6"	"5"	"5"	"5"	"5"	"When any number of your [Kli] personnel present at a [DQ] mission are about to be stopped by a dilemma that does not require a skill, you may stop this personnel to prevent that."	"Y"
"Tom Paris Father of the Kuvah'magh"	"Ctkr"	"STVE-EN56057"	"V"	"Y"	"56V057"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	""	""	"Human"	"Anthropology Biology Geology 2 Navigation Officer"	"6"	"6"	"6"	"6"	"6"	"6"	"While this personnel is attempting a [DQ] mission aboard your [Kli] ship, he cannot be stopped by dilemmas."	"Y"
"Doctor Chaotica Ruler of the Cosmos"	"Ctkr"	"STVE-EN56058"	"V"	"Y"	"56V058"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	""	""	""	""	"Hologram"	"Law 2 Leadership Medical Science 2 Treachery"	"2"	"2"	"7"	"7"	"5"	"5"	"When this personnel is about to be killed, you may place a card from one of your Holoprogram events in its owner's discard pile to stop him instead."	"Y"
"Henry Starling CEO of Chronowerx Industries"	"Ctkr"	"STVE-EN56059"	"V"	"Y"	"56V059"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	"[Stf][Pa]"	""	"Commander: Aeon. Thief."	""	"Human"	"Acquisition Engineer Programming Science Treachery"	"4"	"4"	"6"	"6"	"5"	"5"	"When you play this personnel, you may discard a ship from hand to download up to three non-Artifact equipment cards."	"Y"
"Lonzak Loyal Henchman"	"Ctkr"	"STVE-EN56060"	"V"	"Y"	"56V060"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	""	""	""	""	"Hologram"	"Officer Security Treachery"	"3"	"3"	"4"	"4"	"6"	"6"	"Order - Place a card on one of your Holoprogram events in its owner's discard pile to begin combat involving this personnel. If you win, randomly select an opponent's personnel involved to be placed on your Holoprogram event. (They no longer command that personnel.)"	"Y"
"Q'ret Adoptive Father"	"Ctkr"	"STVE-EN56061"	"V"	"Y"	"56V061"	"Personnel"	"5"	""	""	""	""	""	"Non-Aligned"	"[Stf]"	""	""	""	"Kobali"	"Anthropology Exobiology Science"	"5"	"5"	"5"	"5"	"5"	"5"	"When you play this personnel, you may place a unique personnel from an opponent's discard pile on your headquarters mission. You now command that personnel, and their species becomes Kobali."	"Y"
"Satan's Robot Dangerous Minion"	"Ctkr"	"STVE-EN56062"	"V"	"Y"	"56V062"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	""	""	""	""	"Hologram"	"2 Engineer Programming 2 Security"	"5"	"5"	"3"	"3"	"10"	"10"	"While in combat, each of your Holograms present is Strength +1. If this personnel is present with three or more Holograms, it gains Hand Weapon."	"Y"
"Taleen Sanctimonious Turnkey"	"Ctkr"	"STVE-EN56063"	"V"	"Y"	"56V063"	"Personnel"	"3"	""	""	""	""	""	"Non-Aligned"	"[Stf]"	""	""	""	"Nyrian"	"2 Anthropology Exobiology Programming Treachery"	"4"	"4"	"6"	"6"	"4"	"4"	"When you play this personnel, you may draw a card for each captive in your brig and each ship you command but do not own."	"Y"
"Neelix ""Fearless Warrior"" *VP"	"VP"	"STVP-EN345"	"VP"	"Y"	"0VP345"	"Personnel"	"4"	""	""	""	""	""	"Klingon"	"[Stf]"	""	""	""	"Talaxian"	"Acquisition Anthropology Diplomacy Exobiology Honor Security"	"6"	"6"	"5"	"5"	"5"	"5"	"When any number of your [Kli] personnel present at a [DQ] mission are about to be stopped by a dilemma that does not require a skill, you may stop this personnel to prevent that."	"Y"
"Borg Cutting Beam *VP"	"VP"	"STVP-EN265"	"VP"	"N"	"0VP265"	"Event"	"5"	""	""	""	""	""	""	""	""	"Maneuver."	""	""	""	""	""	""	""	""	""	"Plays in your core. Order - Begin an engagement involving your [Bor] ship. If you win, randomly select an opponent's personnel involved, take command of that personnel, place him or her on that [Bor] ship, then place this event on an opponent's ship involved. Otherwise, destroy this event. Damage - This ship is attributes -2."	"Y"
"Morphogenic Virus"	"CC"	"STVE-EN57001"	"V"	"N"	"57V001"	"Dilemma"	"0"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"If six or more non- [Dom] personnel are attempting this mission, this dilemma is cost +4. Randomly select two personnel to be stopped (personnel cannot be excluded from this random selection)."	"Y"
"Occasional Emergency"	"CC"	"STVE-EN57002"	"V"	"N"	"57V002"	"Dilemma"	"3"	"S"	"S"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless you have Medical, all your personnel are stopped. Choose a personnel to be stopped for each of your Medical personnel attempting this mission."	"Y"
"Only a Temporary Setback"	"CC"	"STVE-EN57003"	"V"	"Y"	"57V003"	"Event"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"To play this event, you must command three [Car] personnel. Plays in your core. Order - Reveal the top card of your deck. If it is a [Car] ship or non-[Car] personnel, draw it. Otherwise, discard it. You may do this only once each turn."	"Y"
"Pillar of the Community"	"CC"	"STVE-EN57004"	"V"	"Y"	"57V004"	"Event"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays on your {Mouth of the Wormhole}. When you play a Chef, Dabo Girl, Smuggler, Thief, or Waiter, you may draw a card then place a card from hand on the top or bottom of your deck. You may do this only once each turn."	"Y"
"To Serve the Empire"	"CC"	"STVE-EN57005"	"V"	"Y"	"57V005"	"Event"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. While you command Kahless, each of your [Kli] personnel who does not have a staffing icon may meet staffing requirements as though they had [Stf]."	"Y"
"Are You Brain Dead?!"	"CC"	"STVE-EN57006"	"V"	"N"	"57V006"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"While your personnel is facing a dilemma, stop that personnel."	"Y"
"Quick Trip"	"CC"	"STVE-EN57007"	"V"	"N"	"57V007"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	"Temporal."	""	""	""	""	""	""	""	""	""	"Order - Begin your Discard Excess Cards segment (you may keep any number of cards in hand). Order - Flip a dilemma pile. Order - Shuffle any player's deck."	"Y"
"Antarian Sector Host Trans-stellar Rally"	"CC"	"STVE-EN57008"	"V"	"Y"	"57V008"	"Mission"	"0"	"S"	"S"	"4"	"35"	"D"	"Any affiliation (except [Bor]) may attempt this mission."	""	""	""	""	""	"Anthropology, Biology, Diplomacy, Integrity>34, and (Acquisition or Honor)"	""	""	""	""	""	""	"Order - If this mission is incomplete, stop your Chef here to exchange a dilemma beneath this mission with the top card of that dilemma's owner's dilemma pile. You may do this only once each turn."	"Y"
"Tora Ziyal ""Poor Judge of Character"""	"CC"	"STVE-EN57009"	"V"	"Y"	"57V009"	"Personnel"	"1"	""	""	""	""	""	"Bajoran"	"[DS9]"	""	""	""	"Bajoran/Cardassian"	"Anthropology Geology Honor"	"6"	"6"	"4"	"4"	"4"	"4"	"Each of your [Car][DS9] personnel present is Integrity +2."	"Y"
"Yassim Vocal Martyr"	"CC"	"STVE-EN57010"	"V"	"Y"	"57V010"	"Personnel"	"1"	""	""	""	""	""	"Bajoran"	"[TN]"	""	"Dissident. Vedek."	""	"Bajoran"	"Anthropology Honor Law Leadership"	"8"	"8"	"5"	"5"	"3"	"3"	"When you play this personnel, discard a card from hand. Order - Say ""Evil must be opposed"" and kill this personnel."	"Y"
"Scout Drone"	"CC"	"STVE-EN57011"	"V"	"N"	"57V011"	"Personnel"	"3"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Astrometrics Biology Engineer Science Security Transporters"	"5"	"5"	"5"	"5"	"5"	"5"	"While this personnel is attempting an [AQ] mission, he is attributes +1."	"Y"
"Third of Five Wayward Drone"	"CC"	"STVE-EN57012"	"V"	"Y"	"57V012"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Anthropology Geology Physics Programming"	"6"	"6"	"6"	"6"	"6"	"6"	"When you are about to lose command of your event on your mission, you may return this personnel to his owner's hand to prevent that."	"Y"
"Kotan Pa'Dar Prominent Politician"	"CC"	"STVE-EN57013"	"V"	"Y"	"57V013"	"Personnel"	"3"	""	""	""	""	""	"Cardassian"	""	""	""	""	"Cardassian"	"Anthropology Diplomacy Honor Leadership"	"6"	"6"	"6"	"6"	"4"	"4"	"When this personnel is facing a dilemma, you may discard the top card of your deck to add its cost to this personnel's attributes until the end of the mission attempt (limit +4). You may do this only once each turn."	"Y"
"Raimus Syndicate Collaborator"	"CC"	"STVE-EN57014"	"V"	"Y"	"57V014"	"Personnel"	"3"	""	""	""	""	""	"Dominion"	"[Stf]"	""	"Thief."	""	"Farian"	"Acquisition Diplomacy Security 2 Treachery"	"2"	"2"	"6"	"6"	"5"	"5"	"When this personnel is an eligible target for a random selection, you may give command of your Commodity event to an opponent to exclude him and an Acquisition personnel present from that selection."	"Y"
"Ben Civilian Server"	"CC"	"STVE-EN57015"	"V"	"Y"	"57V015"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[TNG]"	""	"Waiter."	""	"Human"	"Anthropology"	"6"	"6"	"5"	"5"	"5"	"5"	"When this personnel is facing a dilemma, you may discard a card from hand to make your [Stf][TNG] personnel gain a skill from your [Cmd][TNG] personnel present until the end of the mission attempt."	"Y"
"Manuele Atoa Something Fun to Look At"	"CC"	"STVE-EN57016"	"V"	"Y"	"57V016"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][DS9]"	""	""	""	"Human"	"Anthropology Navigation Security"	"4"	"4"	"4"	"4"	"5"	"5"	"This personnel is attributes +1 for each different affiliation among your personnel present (limit +3)."	"Y"
"Samuel T. Cogley Attorney at Law"	"CC"	"STVE-EN57017"	"V"	"Y"	"57V017"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[TOS][Pa]"	""	""	""	"Human"	"2 Anthropology 2 Law"	"7"	"7"	"6"	"6"	"5"	"5"	"You may play this personnel at cost +1 to download {Legal Proceedings}."	"Y"
"Seven of Nine Ideal Candidate"	"CC"	"STVE-EN57018"	"V"	"Y"	"57V018"	"Personnel"	"4"	""	""	""	""	""	"Federation"	"[Stf][Voy]"	""	"Think Tank."	""	"Borg"	"Astrometrics 2 Engineer 2 Physics Programming Science Transporters"	"6"	"6"	"7"	"7"	"6"	"6"	"While this personnel is attempting a mission worth 50 or more points, she is Cunning +2 and gains Exobiology."	"Y"
"Obol"	"CC"	"STVE-EN57019"	"V"	"N"	"57V019"	"Personnel"	"2"	""	""	""	""	""	"Ferengi"	""	""	""	""	"Ferengi"	"Archaeology Engineer Navigation Programming Transporters"	"4"	"4"	"5"	"5"	"5"	"5"	"When you play this personnel, you may place a card from hand beneath your Ferenginar."	"Y"
"Quark Middleman"	"CC"	"STVE-EN57020"	"V"	"Y"	"57V020"	"Personnel"	"3"	""	""	""	""	""	"Ferengi"	"[Maq]"	""	"Smuggler."	""	"Ferengi"	"Acquisition Anthropology Diplomacy Physics Programming Treachery"	"4"	"4"	"6"	"6"	"4"	"4"	"While this personnel is attempting a mission, he and each of your [Maq] personnel present may use Hand Weapons as if they were in combat."	"Y"
"D'Ghor Plotting Like a Ferengi"	"CC"	"STVE-EN57021"	"V"	"Y"	"57V021"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	"High Council Member."	""	"Klingon"	"Acquisition Diplomacy Law Leadership Treachery"	"4"	"4"	"7"	"7"	"7"	"7"	""	"Y"
"Elias Giger Cellular Entertainer"	"CC"	"STVE-EN57023"	"V"	"Y"	"57V023"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	""	""	""	""	"Human"	"Biology Medical Physics Science"	"5"	"5"	"7"	"7"	"5"	"5"	"Order - Each player places the top three cards of their deck on the bottom of their deck in the same order. You can do this only once per turn."	"Y"
"Christopher Pike Prospective Orion Trader"	"CC"	"STVE-EN57022"	"V"	"Y"	"57V022"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	"[Cmd][Pa][AU]"	""	"Thief."	""	"Human"	"Acquisition Archaeology Officer Security"	"4"	"4"	"6"	"6"	"6"	"6"	"When your Orion or Thief present gains a skill, this personnel may gain a skill of your choice until the end of this turn. You may do this only once each turn."	"Y"
"Zefram Cochrane Bemoaning His Day"	"CC"	"STVE-EN57024"	"V"	"Y"	"57V024"	"Personnel"	"2"	""	""	""	""	""	"Non-Aligned"	"[Cmd][Pa]"	""	"Temporal."	""	"Human"	"Astrometrics Physics Science"	"5"	"5"	"7"	"7"	"5"	"5"	"When you lose command of this personnel, remove him from the game, then each player removes a non-Human personnel they command from the game."	"Y"
"Kassem Soup Imperial"	"CC"	"STVE-EN57025"	"V"	"Y"	"57V025"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	""	""	"Chef. Waiter."	""	"Romulan"	"Biology Exobiology Medical Science"	"4"	"4"	"6"	"6"	"5"	"5"	"When an opponent is about to discard a card from their hand, you may destroy your event to randomly select that opponent's card from all eligible cards."	"Y"
"Sim Sacrificial Lamb"	"CC"	"STVE-EN57026"	"V"	"Y"	"57V026"	"Personnel"	"2"	""	""	""	""	""	"Starfleet"	"[Stf][Pa]"	""	""	""	"Simbiot"	"Engineer Honor Physics Programming"	"6"	"6"	"6"	"6"	"6"	"6"	"You may play this personnel aboard your [SF] ship. When your [SF] personnel present is about to be killed, kill this personnel to prevent that."	"Y"
"Hard Bargain Totally Legitimate"	"CC"	"STVE-EN57027"	"V"	"Y"	"57V027"	"Ship"	"4"	""	""	""	""	""	"Non-Aligned"	"[Pa]"	"[Stf]"	""	"Class J Cargo Ship"	""	""	"6"	"6"	"5"	"5"	"5"	"5"	"This ship is attributes +1 for each Commodity event and Crime event in play (limit +4)."	"Y"
"Pillar of the Community *VP"	"VP"	"STVP-EN351"	"VP"	"Y"	"0VP351"	"Event"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays on your {Mouth of the Wormhole}. When you play a Chef, Dabo Girl, Smuggler, Thief, or Waiter, you may draw a card then place a card from hand on the top or bottom of your deck. You may do this only once each turn."	"Y"
"Skeleton Crew *VP"	"VP"	"STVP-EN336"	"VP"	"N"	"0VP336"	"Dilemma"	"0"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission. To begin a mission attempt at this mission, you must have at least six personnel involved. When you complete this mission, this dilemma is overcome."	"Y"
"Habak *VP"	"VP"	"STVP-EN337"	"VP"	"N"	"0VP337"	"Event"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"To play this event, you must command a [Fed][Maq] Anthropology personnel. Plays on your Region: Demilitarized Zone mission (limit one per mission). This mission is worth 5 more points."	"Y"
"Mobilization Points *VP"	"VP"	"STVP-EN338"	"VP"	"N"	"0VP338"	"Event"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"To play this event, you must command three [Dom] personnel. Plays in your core. The first unique Jem'Hadar played each turn is cost -1."	"Y"
"Lustful Distraction *VP"	"VP"	"STVP-EN339"	"VP"	"N"	"0VP339"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"To play this interrupt, stop two of your [AU][SF] personnel. While you have no cards in hand, you may play this interrupt from on your {Watch Dog}. When an interrupt is played, prevent that interrupt and place it in its owner's discard pile. Order - Choose an event. The owner of that event shuffles it into his or her deck."	"N"
"Bassen Rift Interdict Genocidal Praetor *VP"	"VP"	"STVP-EN340"	"VP"	"Y"	"0VP340"	"Mission"	"0"	"S"	"S"	"4"	"50"	"A"	"[Fed][Rom]"	""	""	"Nebula."	""	""	"Officer, Security, Transporters, and (2 Honor and Integrity>44 or 2 Intelligence and Cunning>44)"	""	""	""	""	""	""	"When you complete this mission, each ship here is destroyed unless you place a personnel involved who costs 4 or more in their owner's discard pile."	"Y"
"Requisitions Drone *VP"	"VP"	"STVP-EN341"	"VP"	"N"	"0VP341"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Archaeology Astrometrics Physics Science"	"5"	"5"	"5"	"5"	"5"	"5"	"When you play this personnel, you may examine the top four cards of your deck and take one into hand. Place the remaining cards on the bottom of your deck in any order."	"Y"
"Brunt FCA Liquidator *VP"	"VP"	"STVP-EN342"	"VP"	"Y"	"0VP342"	"Personnel"	"2"	""	""	""	""	""	"Ferengi"	"[Stf]"	""	"Commander: Audit's Spoils."	""	"Ferengi"	"Acquisition Law Navigation Programming Treachery"	"3"	"3"	"6"	"6"	"4"	"4"	"Order - If an opponent commands more events in his or her core than you, return this personnel to his owner's hand to destroy an event."	"N"
"Revised Seven of Nine Shock-Trooper *VP"	"VP"	"STVP-EN343"	"VP"	"Y"	"0VP343"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Voy][Fut]"	""	""	""	"Hologram"	"Engineer 2 Security"	"5"	"5"	"5"	"5"	"7"	"7"	"Order - Discard a card titled {Seven of Nine} or Revised Seven of Nine from hand to choose one: place a personnel present on the bottom of his or her owner's deck, or take a Hologram from your discard pile into hand."	"Y"
"Sybok Fanatical Missionary *VP"	"VP"	"STVP-EN344"	"VP"	"Y"	"0VP344"	"Personnel"	"4"	""	""	""	""	""	"Non-Aligned"	"[Cmd][Pa]"	""	"Commander: U.S.S. Enterprise-A."	""	"Vulcan"	"Anthropology Astrometrics Diplomacy Engineer Leadership Treachery"	"3"	"3"	"8"	"8"	"8"	"8"	"When a dilemma that this personnel is facing is about to be returned to its owner's dilemma pile, you may remove that dilemma from the game. You may do this only once each turn."	"Y"
"Porthos"	"TM"	"STVE-EN58001"	"V"	"N"	"58V001"	"Dilemma"	"9"	"P"	"P"	""	""	""	""	""	""	"Persistent."	""	""	""	""	""	""	""	""	""	"This dilemma is cost 3 for each planet dilemma beneath this mission. Your opponent chooses two personnel with Diplomacy or Leadership to be stopped."	"Y"
"Orb of the Emissary"	"TM"	"STVE-EN58002"	"V"	"Y"	"58V002"	"Equipment"	"3"	""	""	""	""	""	""	""	""	"Artifact. Orb."	""	""	""	""	""	""	""	""	""	"While your personnel present is facing a dilemma, you may download a Prophet card. You may do this only once each turn."	"Y"
"Barge of the Dead"	"TM"	"STVE-EN58003"	"V"	"Y"	"58V003"	"Event"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When your Klingon is killed, you may place him or her on this event. (You no longer command him or her.) When your Treachery Klingon is about to be stopped by a dilemma, you may place a personnel from this event in their owner's discard pile to prevent that."	"Y"
"Rishon Uxbridge"	"TM"	"STVE-EN58004"	"V"	"Y"	"58V004"	"Event"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When a card an opponent owns is about to prevent or destroy an event you own that costs 4 or more, you may destroy this event to prevent that."	"Y"
"Rousing Reminiscence"	"TM"	"STVE-EN58005"	"V"	"Y"	"58V005"	"Event"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Plays in your core. When a dilemma your Dissident with 2 Leadership is facing requires an opponent to choose any number of your personnel, you may reveal three Dissidents among the eligible personnel to make the selection random instead. You may do this only once each turn."	"Y"
"They're Still Coming Through"	"TM"	"STVE-EN58006"	"V"	"Y"	"58V006"	"Event"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"To play this event, you must command {To Rule in Hell}. Plays in your core. Cards you own cannot make you lose command of this event. You cannot begin a mission attempt with fewer than six personnel. Order - Lose 5 points to unstop up to four of your Genetically Enhanced personnel. You may do this only once each turn."	"Y"
"Undaunted"	"TM"	"STVE-EN58007"	"V"	"Y"	"58V007"	"Event"	"2"	""	""	""	""	""	""	""	""	"Decay: 3."	""	""	""	""	""	""	""	""	""	"Plays in your core. When your [Car] Dissident is killed by a card an opponent owns, you may place him or her on this event to download a [Car] Dissident."	"Y"
"Cryptic Revelation"	"TM"	"STVE-EN58008"	"V"	"N"	"58V008"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	"Pah-wraith. Prophet."	""	""	""	""	""	""	""	""	""	"To play this interrupt, you must command three [Baj] personnel. Order - Examine the top three cards of your deck. Take one card into hand, place one card on the bottom of your deck, and remove one card from the game."	"Y"
